CIFAR10_iid,,,CIFAR10_niid,,,CIFAR100_iid,,,CIFAR100_niid,,,Shakespeare_iid,,,Shakespeare_niid,,,Cora_iid,,,Cora_niid,,,CiteSeer_iid,,,CiteSeer_niid,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy,,rounds,accuracy
FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,,,FedAvg,
61,86.04115288,,41,70.21,,147,56.85,,1,3.47,,33,41.09478107,,,,,97,68.66666667,,12,15,,177,72.66666667,,114,50.56079962
62,86.81851116,,42,79.78,,148,56.83,,2,6.51,,34,41.44875329,,,,,98,68.66666667,,13,56.66666667,,178,71.66666667,,115,41.1583062
63,86.32308698,,43,77.51,,149,56.85,,3,9.2,,35,40.97964672,,,,,99,68.33333333,,14,54,,179,72,,116,63.08087243
64,86.53561949,,44,76.61,,150,57,,4,13.58,,36,40.99767759,,,,,100,66.33333333,,15,54.33333333,,180,72.66666667,,117,62.63808775
65,86.02497566,,45,71.25,,151,57.06,,5,14.91,,37,41.80120392,,,,,101,64.66666667,,16,45,,181,73,,118,46.28389403
66,86.74666518,,46,68.39,,152,57.24,,6,17,,38,41.6356724,,,,,102,66,,17,54.33333333,,182,72.33333333,,119,61.2506548
67,87.33999842,,47,77.89,,153,56.82,,7,17.5,,39,41.35513438,,,,,103,66.33333333,,18,43,,183,73.33333333,,120,59.61847614
68,87.12818708,,48,71.38,,154,57.14,,8,18.18,,40,42.30554891,,,,,104,64,,19,53,,184,72,,121,64.35821071
69,86.78405713,,49,80.69,,155,57.16,,9,18.9,,41,42.62917867,,,,,105,62.66666667,,20,41.66666667,,FedHiSyn,,,122,61.58532616
70,86.49906325,,50,76.61,,156,57.43,,10,19.59,,42,42.50453624,,,,,106,68.33333333,,21,46.33333333,,0,5,,123,62.16052762
71,86.64473686,,51,77.68,,157,57.47,,11,19.95,,43,42.07096373,,,,,107,68.66666667,,22,49.33333333,,1,5,,124,63.19956792
72,87.24188232,,52,78.2,,158,57.58,,12,20.33,,44,42.59715139,,,,,108,67.66666667,,23,55,,2,5,,125,57.16021274
73,86.69590654,,53,80.44,,159,57.57,,13,20.67,,45,42.44293743,,,,,109,66.66666667,,24,47.33333333,,3,5,,126,64.85316567
74,87.13238466,,54,79.96,,160,57.41,,14,21.33,,46,42.74681064,,,,,110,65.66666667,,25,42.66666667,,4,26,,127,61.20642523
75,87.46817513,,55,68.87,,161,57.39,,15,21.31,,47,42.39612229,,,,,111,69,,26,41.66666667,,5,33.33333333,,128,61.91478815
76,86.57600861,,56,77.2,,162,57.44,,16,24.44,,48,42.33013523,,,,,112,69,,27,42.66666667,,6,33.33333333,,129,60.87430398
77,86.99772539,,57,76.16,,163,57.47,,17,24.93,,49,43.16055498,,,,,113,70.33333333,,28,46,,7,33.33333333,,130,56.32737366
78,86.59418576,,58,72.36,,164,57.55,,18,25.43,,50,43.04761005,,,,,114,70,,29,46,,8,34.33333333,,131,63.26920581
79,87.11148183,,59,74.08,,165,57.77,,19,25.89,,51,43.53088702,,,,,115,69.33333333,,30,44.33333333,,9,61.33333333,,FedAT,
80,87.11028387,,60,76.15,,166,57.81,,20,26.2,,52,43.93972243,,,,,116,70.33333333,,31,53.33333333,,10,66.33333333,,0,18.43909288
81,86.87057101,,61,76.31,,167,57.67,,21,26.16,,53,43.69315064,,,,,117,70.66666667,,32,45.66666667,,11,69.33333333,,1,21.04013005
82,86.34237916,,62,78.48,,168,57.92,,22,25.95,,54,43.80775831,,,,,118,70.66666667,,33,36.66666667,,12,65,,2,21.8712933
83,86.94955597,,63,76.69,,169,57.94,,23,25.76,,55,43.62597768,,,,,119,67.66666667,,34,41.33333333,,13,70,,3,25.53224521
84,87.08309524,,64,69.88,,170,57.92,,24,25.84,,56,43.35214279,,,,,120,68.33333333,,35,49,,14,69,,4,51.065561
85,87.1080264,,65,71.81,,171,58.06,,25,25.72,,57,44.02752828,,,,,121,69,,36,51,,15,70,,5,56.84618111
86,87.13275912,,66,75.89,,172,58.06,,26,25.87,,58,43.98575624,,,,,122,69,,37,55.33333333,,16,69,,6,51.90567413
87,86.37031306,,67,77.38,,173,58.22,,27,25.66,,59,44.32981328,,,,,123,69,,38,54,,17,69,,7,51.12293152
88,86.44978665,,68,76.15,,174,58.03,,28,25.75,,60,44.55919082,,,,,124,69,,39,56,,18,68.66666667,,8,51.14865642
89,86.90040432,,69,78.25,,175,58.22,,29,26.48,,61,44.86915328,,,,,125,69.33333333,,40,55.66666667,,19,69,,9,36.70132355
90,87.09205228,,70,80.9,,176,58.25,,30,26.74,,62,44.89579235,,,,,126,69.33333333,,41,58,,20,69,,10,51.02314535
91,86.35000216,,71,76.83,,177,58.18,,31,27.03,,63,44.37120718,,,,,127,69.33333333,,42,57.33333333,,21,69,,11,54.90498481
92,86.92607776,,72,78.42,,178,58.13,,32,27.14,,64,45.0076257,,,,,128,69.66666667,,43,55.33333333,,22,70,,12,52.33394725
93,87.51519245,,73,71.88,,179,58.07,,33,27.07,,65,45.09618958,,,,,129,69.33333333,,44,58,,23,70,,13,55.15797428
94,87.27558262,,74,76.89,,180,58.27,,34,27.46,,66,45.17838101,,,,,130,69,,45,55.33333333,,24,69,,14,39.04321507
95,87.44162453,,75,70.51,,181,58.32,,35,27.66,,67,45.5000348,,,,,131,69.66666667,,46,55.33333333,,25,69,,15,32.45566479
96,86.90304135,,76,64.71,,182,58.5,,36,27.83,,68,45.54715866,,,,,132,70,,47,57.33333333,,26,69,,16,58.91325766
97,87.21987702,,77,79.42,,183,58.74,,37,27.8,,69,45.37661151,,,,,133,69,,48,55.66666667,,27,70,,17,55.17163923
98,86.91292397,,78,81.34,,184,58.84,,38,27.65,,70,46.04606532,,,,,134,69,,49,55.66666667,,28,70,,18,51.45916624
99,87.20526355,,79,78.22,,185,58.79,,39,27.85,,71,45.47520265,,,,,135,69,,50,56.66666667,,29,69.33333333,,19,56.86752197
100,87.18586402,,80,78.95,,186,58.61,,40,32.2,,72,45.68587364,,,,,136,69,,51,54,,30,70,,20,55.33197045
101,87.16735123,,81,76.05,,187,58.76,,41,31.97,,73,46.24187983,,,,,137,69,,52,56,,31,70,,21,54.3280353
102,86.97384043,,82,78.28,,188,58.56,,42,31.05,,74,46.22658155,,,,,138,69.33333333,,53,57,,32,70,,22,43.26083769
103,86.85624079,,83,72.67,,189,58.81,,43,31.78,,75,46.25490719,,,,,139,70.66666667,,54,53,,33,70,,23,52.21364187
104,87.83647969,,84,80.18,,190,58.93,,44,31.8,,76,45.76992847,,,,,140,72.66666667,,55,56.33333333,,34,69.66666667,,24,23.10386599
105,87.16050458,,,,,191,58.71,,45,32.65,,77,46.59748347,,,,,141,73.33333333,,56,53.66666667,,35,70,,25,23.8714623
106,87.43979971,,,,,192,58.94,,46,32.97,,78,46.21196198,,,,,142,73.66666667,,57,55.33333333,,36,70,,26,56.41601297
107,86.25276473,,,,,193,58.75,,47,31.5,,79,46.35492063,,,,,143,73,,58,57.66666667,,37,70,,27,54.7951736
FedAT,,,,,,194,58.96,,48,30.3,,80,46.06297315,,,,,144,73.33333333,,59,57.66666667,,38,70,,28,57.31400438
0,10.16445553,,,,,195,59.07,,49,29.86,,81,45.96266596,,,,,145,71.66666667,,60,56,,39,69.66666667,,29,57.14907197
1,48.64816801,,,,,196,59.38,,50,29.39,,82,46.45497785,,,,,146,73,,61,58.33333333,,40,70,,30,41.52813725
2,55.83293567,,,,,FedHiSyn,,,51,33.7,,83,46.13691191,,,,,147,73,,62,58.33333333,,41,70,,31,60.32806198
3,61.58740907,,,,,0,6.438120514,,52,34.22,,84,46.05754115,,,,,148,72,,63,58,,42,70.33333333,,32,55.51948196
4,67.81117091,,,,,1,13.39021087,,53,32.96,,85,46.78166598,,,,,149,72,,64,58.33333333,,43,70.33333333,,33,59.13550501
5,70.17831866,,,,,2,17.57868337,,54,33.16,,86,47.16939513,,,,,150,72,,65,59,,44,70.33333333,,34,55.84217313
6,72.5136932,,,,,3,22.23020258,,55,33.91,,87,47.0913897,,,,,151,71.66666667,,66,58,,45,70.33333333,,35,59.33975834
7,73.74744596,,,,,4,24.60735586,,56,34.46,,88,47.39488001,,,,,152,72,,67,58.66666667,,46,70.66666667,,36,57.6858166
8,75.00263886,,,,,5,28.15735644,,57,32.97,,89,46.93387792,,,,,153,71.66666667,,68,58.33333333,,47,70.33333333,,37,50.03562802
9,75.36504188,,,,,6,30.46641471,,58,32.32,,90,47.42218243,,,,,154,72,,69,57.66666667,,48,70,,38,60.77624085
10,76.01865935,,,,,7,31.85503227,,59,32.94,,91,47.31059187,,,,,155,72.33333333,,70,57.66666667,,49,70.33333333,,39,56.15074416
11,76.3375399,,,,,8,34.0681082,,60,33.3,,92,46.9665891,,,,,156,73,,71,57.33333333,,50,70.33333333,,40,61.18896033
12,76.98652471,,,,,9,35.40583639,,61,32.37,,93,47.65556194,,,,,157,72.66666667,,72,55.66666667,,51,70.33333333,,41,60.85335176
13,77.58894987,,,,,10,36.9965443,,62,31.97,,94,47.36678656,,,,,158,73.33333333,,73,55.33333333,,52,70.33333333,,42,58.24704595
14,77.72798023,,,,,11,37.67370259,,63,31.62,,95,47.75389108,,,,,159,73.33333333,,74,54.66666667,,53,70.33333333,,43,59.76768285
15,77.97911507,,,,,12,39.62981111,,64,32.22,,96,47.55960456,,,,,160,72.66666667,,75,55,,54,70.33333333,,44,59.92338266
16,78.99992607,,,,,13,40.75262513,,65,32.45,,97,47.91186841,,,,,161,72.66666667,,76,53.66666667,,55,71.33333333,,45,56.81315746
17,78.92893736,,,,,14,41.03005823,,66,31.83,,98,47.91369029,,,,,162,72.33333333,,77,55.66666667,,56,72.66666667,,46,48.02610207
18,79.38691006,,,,,15,42.22760747,,67,32.25,,99,47.75428616,,,,,163,73,,78,55.66666667,,57,72,,47,60.06807689
19,79.89295422,,,,,16,43.41587893,,68,31.55,,100,48.02451572,,,,,164,73.66666667,,79,58.33333333,,58,72.33333333,,48,59.88446071
20,80.09463676,,,,,17,43.87921229,,69,32.07,,101,48.19366986,,,,,165,73,,80,59.33333333,,59,72.33333333,,49,59.36650424
21,79.92973471,,,,,18,45.2635933,,70,32.57,,102,47.3405203,,,,,166,73,,81,59.33333333,,60,72.66666667,,50,58.26227523
22,80.45583668,,,,,19,45.13613728,,71,32.94,,103,48.24088765,,,,,167,73.33333333,,82,59.66666667,,61,73.33333333,,51,58.16558421
23,80.58805839,,,,,20,46.48307655,,72,32.42,,104,47.87084062,,,,,168,73.33333333,,83,59.66666667,,62,73,,52,59.17006995
24,80.88276643,,,,,21,46.74846614,,73,32.83,,105,48.33716119,,,,,169,73.33333333,,84,59.33333333,,63,73,,53,58.86470932
25,80.90783133,,,,,22,47.11040577,,74,36.6,,106,48.45598521,,,,,170,72.66666667,,85,59,,64,73,,54,59.98401909
26,80.97317996,,,,,23,47.99384007,,75,37.11,,107,47.66791061,,,,,171,73,,86,59.66666667,,65,73,,55,57.86163647
27,80.80020267,,,,,24,48.28359149,,76,36.89,,108,48.55703594,,,,,172,72.33333333,,87,59.66666667,,66,73,,56,52.43915653
28,81.30518025,,,,,25,48.16916847,,77,37.16,,109,48.4353875,,,,,173,73,,88,59.33333333,,67,73,,57,48.52316716
29,81.33049759,,,,,26,48.78150649,,78,35.79,,110,48.63783063,,,,,174,73.33333333,,89,58.33333333,,68,73,,58,58.78902337
30,81.48064869,,,,,27,49.77982857,,79,37.9,,111,48.55649105,,,,,175,73,,90,59,,69,73,,59,57.60771705
31,81.45415674,,,,,28,49.71341762,,80,38.33,,112,48.5552418,,,,,176,72.33333333,,91,62.66666667,,70,73.33333333,,60,52.68381981
32,81.53232992,,,,,29,50.16287734,,81,38.64,,113,48.50501742,,,,,177,73.33333333,,92,66.33333333,,71,73,,61,50.67962056
33,81.50437077,,,,,30,50.96855443,,82,39.2,,114,49.05286859,,,,,178,74,,93,62.33333333,,72,73.33333333,,62,54.88934068
34,82.11605031,,,,,31,50.85561258,,83,39.64,,115,48.86726807,,,,,CSAFL,,,94,63,,73,73.33333333,,63,56.76584752
35,81.81166791,,,,,32,51.95844638,,84,38.46,,116,48.55850068,,,,,0,13,,95,66,,74,73.33333333,,64,57.9268276
36,82.01477499,,,,,33,51.60852744,,85,38.63,,FedChain,,,,,,1,22.33333333,,96,65,,75,73,,65,58.31490333
37,82.15736075,,,,,34,52.11184577,,86,39.46,,0,2.72500259,,,,,2,15.66666667,,97,66.66666667,,76,73,,66,61.36530034
38,82.12192151,,,,,35,52.15628964,,87,39.9,,1,29.09028167,,,,,3,15.66666667,,98,63.66666667,,77,73.33333333,,67,55.54474981
39,82.49089087,,,,,36,52.4957956,,88,40.42,,2,36.05691204,,,,,4,15.66666667,,99,63,,78,73.33333333,,68,61.1714
40,82.50300524,,,,,37,52.25612898,,89,40.73,,3,38.54864051,,,,,5,39.66666667,,100,60.33333333,,79,73.33333333,,69,62.10871505
41,82.81652749,,,,,38,53.02623056,,90,40.66,,4,41.04888346,,,,,6,35,,101,59,,80,73,,70,54.6837424
42,82.95286979,,,,,39,53.51617111,,91,40.84,,5,42.47516694,,,,,7,35,,102,62.66666667,,81,73.33333333,,71,60.82810264
43,82.91822078,,,,,40,53.25996027,,92,40.7,,6,43.50549578,,,,,8,35,,103,61,,82,73,,72,56.95766882
44,83.19747822,,,,,41,54.11725806,,93,40.46,,7,44.04949148,,,,,9,35,,104,64.33333333,,83,73.66666667,,73,61.32406385
45,83.35695278,,,,,42,54.59703133,,94,40.59,,8,44.43612688,,,,,10,35,,105,69,,84,73,,74,57.64156771
46,83.34563728,,,,,43,54.23421235,,95,39.23,,9,45.29987647,,,,,11,35,,106,70.33333333,,85,73.33333333,,75,61.78920456
47,83.2776878,,,,,44,54.14310551,,96,39.89,,10,45.60255879,,,,,12,35,,107,68.66666667,,86,73,,76,58.04128241
48,83.39879387,,,,,45,54.75157923,,97,38.45,,11,46.31526071,,,,,13,35,,108,66.66666667,,87,73.33333333,,77,59.52252149
49,83.38853682,,,,,46,55.13889621,,98,37.06,,12,46.11308414,,,,,14,35,,109,68,,88,72.66666667,,78,57.94063946
50,83.96550135,,,,,47,54.96915591,,99,37.87,,13,46.10828791,,,,,15,35,,110,68.66666667,,89,73,,79,59.94207374
51,84.10497366,,,,,48,55.12259369,,100,38.75,,14,46.91770772,,,,,16,35,,111,63.66666667,,90,72.66666667,,80,58.82483027
52,84.18862724,,,,,49,55.36039235,,101,39.09,,15,47.54485953,,,,,17,35,,112,69,,91,72.66666667,,81,57.88070681
53,84.70792747,,,,,50,55.78418044,,102,39.53,,16,48.28738788,,,,,18,35,,113,64,,92,73,,82,59.83175643
54,84.65078135,,,,,51,55.93033232,,103,39.96,,17,48.24407834,,,,,19,35,,114,64.66666667,,93,73.66666667,,83,58.88168819
55,84.56754887,,,,,52,55.6487115,,104,40.2,,18,48.4405238,,,,,20,35,,115,62,,94,72.33333333,,84,61.24460727
56,84.55009431,,,,,53,56.36936847,,105,39.17,,19,48.96207355,,,,,21,35,,116,60.33333333,,95,72.33333333,,85,59.59252625
57,84.82537276,,,,,54,56.40310883,,106,39.61,,20,49.32738692,,,,,22,35,,117,58.66666667,,96,74.33333333,,86,56.91802812
58,84.82613844,,,,,55,56.2048615,,107,39.85,,21,49.64922752,,,,,23,35,,118,58.66666667,,97,74.66666667,,87,55.17021803
59,85.09722996,,,,,56,56.90727067,,108,40.27,,22,50.05538996,,,,,24,35,,119,60,,98,74,,88,53.32744852
60,84.80448872,,,,,57,56.6746973,,109,40.61,,23,49.7043463,,,,,25,35,,120,59.66666667,,99,73.33333333,,89,50.53707639
61,85.26574934,,,,,58,57.25449172,,110,39.52,,24,49.8587391,,,,,26,35,,121,58.66666667,,100,73.33333333,,90,49.34365441
62,85.06868934,,,,,59,57.017109,,111,39.85,,25,50.23310685,,,,,27,35,,122,57,,101,73,,91,48.952886
63,85.1601771,,,,,60,57.02893782,,112,40.29,,26,49.90550539,,,,,28,35.33333333,,123,59.33333333,,102,74,,92,57.64370831
64,85.09983963,,,,,61,56.82504546,,113,40.74,,27,50.25740758,,,,,29,35.33333333,,124,58.66666667,,103,72.66666667,,93,54.553115
65,85.25263691,,,,,62,57.84162665,,114,40.88,,28,49.66781133,,,,,30,36.33333333,,125,57.33333333,,104,73,,94,60.43888739
66,85.05887606,,,,,63,58.01646717,,115,40,,29,50.0121368,,,,,31,36.66666667,,126,58.66666667,,105,74,,95,56.62233956
67,85.16893207,,,,,64,57.86720115,,116,40.18,,30,50.97910541,,,,,32,37,,127,58,,106,73.33333333,,96,59.61061824
68,84.94718851,,,,,65,57.55157875,,117,40.44,,31,50.42695188,,,,,33,36.33333333,,128,59.66666667,,107,73.33333333,,97,58.31419251
69,85.28829664,,,,,66,57.98560378,,118,39.37,,32,50.57866313,,,,,34,37,,129,60.33333333,,108,74,,98,59.32544105
70,85.23053946,,,,,67,57.91964456,,FedChain,,,33,51.16531792,,,,,35,37,,130,60,,109,74,,99,56.62239293
71,85.61405009,,,,,68,58.08732091,,0,1.09,,34,51.59961439,,,,,36,38.66666667,,131,60,,110,73.66666667,,100,53.25322396
72,85.64439533,,,,,69,58.21199333,,1,9,,35,50.52300754,,,,,37,39,,132,63.33333333,,111,73.66666667,,101,59.53629338
73,85.55418009,,,,,70,58.94453637,,2,15.97,,36,50.7607724,,,,,38,41.33333333,,133,64.66666667,,112,73,,102,53.28590645
74,85.52848002,,,,,71,58.93397815,,3,21.98,,37,51.11117346,,,,,39,40.66666667,,134,64.66666667,,113,74,,103,54.36357751
75,85.54964782,,,,,72,58.00231462,,4,23.82,,38,51.49008556,,,,,40,42.66666667,,135,63,,114,73,,104,52.01135309
76,86.596364,,,,,73,58.68625302,,5,26.35,,39,51.37799737,,,,,41,43,,136,61,,115,73.66666667,,105,49.65927398
77,86.19943017,,,,,74,59.03316238,,6,23.35,,40,51.91949069,,,,,42,43,,137,61.66666667,,116,74,,106,46.68220564
78,86.51539171,,,,,75,58.75495283,,7,23.17,,41,51.3076512,,,,,43,45.66666667,,138,63.33333333,,117,72.66666667,,107,59.97908279
79,86.45982926,,,,,76,58.7351428,,8,27.22,,42,52.14414202,,,,,44,45.66666667,,139,64.33333333,,118,73.33333333,,108,58.63746781
80,86.469145,,,,,77,58.55220701,,9,28.58,,43,52.15633135,,,,,45,46,,140,62.66666667,,119,72.66666667,,109,58.41569778
81,86.63624201,,,,,78,58.97745197,,10,25.79,,44,51.79357788,,,,,46,46,,141,63.66666667,,120,73.66666667,,110,57.45858433
82,86.59202119,,,,,79,59.25583954,,11,27.99,,45,51.36524439,,,,,47,46,,142,65.66666667,,121,73.33333333,,111,57.99022138
83,86.56338951,,,,,80,59.06410221,,12,31.02,,46,51.405216,,,,,48,45.66666667,,143,63.33333333,,122,74,,112,57.68030925
84,87.04031894,,,,,81,59.98958412,,13,33.93,,47,52.06488866,,,,,49,46.33333333,,144,64.33333333,,123,74,,113,53.9898973
85,86.89557338,,,,,82,59.28932617,,14,33.7,,48,51.94596129,,,,,50,45.66666667,,FedAT,,,124,74.66666667,,FedChain,
86,86.604202,,,,,83,60.11435354,,15,33.78,,49,51.91420365,,,,,51,46,,0,10.33333333,,125,74,,0,12.77355592
87,86.61618725,,,,,84,60.14110728,,16,35.31,,50,52.25365687,,,,,52,46,,1,13,,126,74.33333333,,1,11.67553349
88,86.93138501,,,,,85,60.00018459,,17,37.89,,51,52.79603811,,,,,53,47.66666667,,2,12.66666667,,127,73.66666667,,2,11.61089874
89,86.74217583,,,,,86,59.43322703,,18,39.92,,52,52.19382115,,,,,54,49.66666667,,3,12.66666667,,128,74.33333333,,3,29.88476136
90,86.91615457,,,,,87,60.03362549,,19,37.58,,53,52.43882541,,,,,55,49,,4,12.66666667,,129,74.66666667,,4,55.23656835
91,86.76837996,,,,,88,59.92478446,,20,36.49,,54,52.85151896,,,,,56,50.33333333,,5,12.66666667,,130,74.33333333,,5,51.57148178
92,86.95413312,,,,,89,59.95806032,,21,36.82,,55,52.18559893,,,,,57,50.66666667,,6,12.66666667,,131,74,,6,28.98219457
93,86.89306131,,,,,90,59.70279364,,22,37.88,,56,52.07705226,,,,,58,51.33333333,,7,12.66666667,,132,74.33333333,,7,48.44431266
94,86.72620685,,,,,91,60.53490023,,23,40.06,,57,53.25148451,,,,,59,52.33333333,,8,12.66666667,,133,74.66666667,,8,58.6827619
95,86.8184976,,,,,92,60.55108297,,24,42.24,,58,53.50214569,,,,,60,51.33333333,,9,14,,134,74.33333333,,9,48.84099443
96,87.18452876,,,,,93,60.72292828,,25,41.1,,59,52.33703184,,,,,61,50.66666667,,10,30,,135,74,,10,64.87434768
97,86.88498805,,,,,94,60.34845986,,26,41.6,,60,53.12089501,,,,,62,51.66666667,,11,15.66666667,,136,74,,11,38.71401689
98,86.90354967,,,,,95,61.01752446,,27,42.62,,61,52.59129142,,,,,63,55.33333333,,12,48,,137,74.33333333,,12,51.80359467
99,86.75050291,,,,,96,60.08185824,,28,41.76,,62,53.49222775,,,,,64,53.66666667,,13,41,,138,74,,13,44.1687748
100,86.80280828,,,,,97,60.47719405,,29,38.75,,63,52.64973931,,,,,65,54.33333333,,14,35.33333333,,139,74.66666667,,14,30.85809237
101,87.02047073,,,,,98,60.52752319,,30,42.88,,64,53.61997685,,,,,66,56,,15,34,,140,73.33333333,,15,42.09177583
102,86.81651278,,,,,99,60.28979779,,31,44.36,,65,52.63088936,,,,,67,57,,16,56.66666667,,141,74.33333333,,16,54.3214699
103,86.8381232,,,,,100,60.83983627,,32,40.91,,66,53.73596623,,,,,68,57,,17,34,,142,74,,17,68.62386787
104,87.1036637,,,,,101,60.72944014,,33,41.21,,67,52.85807976,,,,,69,58.33333333,,18,37,,143,74.33333333,,18,50.28661164
105,87.14637045,,,,,102,61.1759272,,34,39.9,,68,53.15350721,,,,,70,58.66666667,,19,55.33333333,,144,74,,19,56.09463778
106,87.10701615,,,,,103,61.62219604,,35,43.15,,69,52.89856618,,,,,71,62.33333333,,20,36.33333333,,145,74.33333333,,20,49.61085947
107,87.32123352,,,,,104,60.75876116,,36,44.4,,70,53.02947425,,,,,72,63.66666667,,21,36.33333333,,146,74,,21,49.82519215
108,87.4551369,,,,,105,61.02151317,,37,45.07,,71,53.68947798,,,,,73,61.66666667,,22,39,,147,74,,22,53.9043014
109,87.27271547,,,,,106,61.23416482,,38,46.11,,72,53.33109503,,,,,74,61,,23,29.33333333,,148,74,,23,53.37093762
110,87.31737454,,,,,107,61.33136417,,39,43.99,,73,53.91719531,,,,,75,58.66666667,,24,33.33333333,,149,75.33333333,,24,59.69906224
111,87.25802562,,,,,108,62.07578744,,40,43.98,,74,53.39755707,,,,,76,56.33333333,,25,34.66666667,,150,74.66666667,,25,55.2108615
112,87.41236176,,,,,109,61.2546212,,41,43.23,,75,53.81779561,,,,,77,59,,26,27.66666667,,151,73.66666667,,26,59.86221549
113,87.36568508,,,,,110,62.03075454,,42,43.37,,76,53.02799555,,,,,78,59.66666667,,27,26.66666667,,152,74.66666667,,27,53.91851069
114,87.35962641,,,,,111,61.52713987,,43,45.97,,77,52.991501,,,,,79,65.66666667,,28,18.33333333,,153,73.66666667,,28,72.95392215
115,87.03679318,,,,,112,61.81151008,,44,43.9,,78,53.52737928,,,,,80,68,,29,29.33333333,,154,73.66666667,,29,56.94361823
116,87.06241934,,,,,113,61.31811714,,45,47.46,,79,53.43554216,,,,,81,66.66666667,,30,30.66666667,,155,73.33333333,,30,54.13657068
117,87.22099355,,,,,114,61.52351738,,46,48.11,,80,53.72277718,,,,,82,66.66666667,,31,32.66666667,,156,73,,31,57.63132605
118,87.22757615,,,,,115,61.43111314,,47,46.71,,81,53.28689405,,,,,83,67,,32,37.33333333,,157,73.33333333,,32,65.10517479
119,87.53151487,,,,,116,62.55100566,,48,43.75,,82,54.0822733,,,,,84,69,,33,37,,158,74.66666667,,33,60.32159302
120,87.77767368,,,,,117,61.78493802,,49,45.25,,83,53.85549436,,,,,85,68,,34,38.66666667,,159,74.33333333,,34,68.76119148
121,87.42015295,,,,,118,62.87279315,,50,39.26,,84,53.92226813,,,,,86,69.33333333,,35,39,,160,73.33333333,,35,53.9581497
122,87.87281486,,,,,119,62.55546598,,51,42.52,,85,53.10501872,,,,,87,69.66666667,,36,37.66666667,,161,75,,36,53.20195082
FedChain,,,,,,120,62.37310949,,52,44.43,,86,53.29245986,,,,,88,70.66666667,,37,35,,162,72.66666667,,37,53.72382912
0,13.53,,,,,121,62.24643324,,53,44.81,,87,53.37156148,,,,,89,68.66666667,,38,42,,163,73,,38,69.22953774
1,66.75,,,,,122,62.68616921,,54,46.24,,88,53.37405519,,,,,90,69.66666667,,39,37,,164,73.33333333,,39,57.2411847
2,74.49,,,,,123,62.97096264,,55,44.04,,89,53.94320894,,,,,91,71,,40,57,,165,73,,40,66.86140158
3,78.19,,,,,124,62.42802027,,56,47.96,,90,53.49546687,,,,,92,73,,41,59.33333333,,166,73,,41,52.74749323
4,79.55,,,,,125,62.76624709,,57,49.99,,91,53.80961161,,,,,93,70.66666667,,42,51.66666667,,167,72.66666667,,42,70.9502345
5,82.83,,,,,126,62.28803873,,58,48.85,,92,53.76032309,,,,,94,72.33333333,,43,35.33333333,,168,73.33333333,,43,56.31043043
6,83.29,,,,,127,63.46165918,,59,49.07,,93,53.61688683,,,,,95,74,,44,45.33333333,,169,73.33333333,,44,63.66367713
7,84.23,,,,,128,62.45461399,,60,50.18,,94,53.75283148,,,,,96,73.33333333,,45,38,,170,74.66666667,,45,55.14530428
8,84.65,,,,,129,62.92182694,,61,50.45,,95,54.12101829,,,,,97,72.66666667,,46,38,,171,74.33333333,,46,65.06021306
9,84.86,,,,,130,63.35464523,,62,50.24,,96,54.32725536,,,,,98,73.66666667,,47,56.33333333,,172,73.66666667,,47,58.21130052
10,85.75,,,,,131,63.25862009,,63,50.39,,97,53.33503734,,,,,99,72,,48,43,,173,74.33333333,,48,68.72517239
11,85.74,,,,,132,63.03270916,,64,46.49,,98,54.46505936,,,,,100,73,,49,64,,174,74.33333333,,49,60.82330664
12,86.46,,,,,133,62.7846797,,65,48.79,,99,53.4587364,,,,,101,71.33333333,,50,62,,175,75,,50,63.69436186
13,86.57,,,,,134,62.75230425,,66,49.87,,,,,,,,102,70.66666667,,51,64.33333333,,176,74.66666667,,51,59.59930941
14,86.52,,,,,135,62.79786587,,67,49.32,,,,,,,,103,69,,52,64.33333333,,177,74.33333333,,52,60.82628589
15,87.22,,,,,136,63.35186111,,68,50.69,,,,,,,,104,68.66666667,,53,62,,178,74.66666667,,53,68.20255513
16,87.18,,,,,137,63.51798378,,69,48.61,,,,,,,,105,71,,54,64.66666667,,179,74,,54,54.81714136
17,88.38,,,,,138,63.31209053,,70,48.59,,,,,,,,106,69.66666667,,55,63.66666667,,180,74.66666667,,55,70.90364087
18,87.09,,,,,139,62.81566227,,71,47.09,,,,,,,,107,71.66666667,,56,64,,181,75,,56,67.2061637
19,86.71,,,,,140,63.85198806,,72,51.56,,,,,,,,108,73.33333333,,57,61.33333333,,FedAsync,,,57,66.71675791
20,87.74,,,,,141,63.0406682,,73,49.17,,,,,,,,109,74,,58,63.66666667,,0,10,,58,66.08645219
21,88.03,,,,,142,63.84710063,,74,50.93,,,,,,,,110,76,,59,63.66666667,,0,10,,59,60.77526639
